"activityName" "subjectId" "tBodyAcc_mean_X" "tBodyAcc_mean_Y" "tBodyAcc_mean_Z" "tGravityAcc_mean_X" "tGravityAcc_mean_Y" "tGravityAcc_mean_Z" "tBodyAccJerk_mean_X" "tBodyAccJerk_mean_Y" "tBodyAccJerk_mean_Z" "tBodyGyro_mean_X" "tBodyGyro_mean_Y" "tBodyGyro_mean_Z" "tBodyGyroJerk_mean_X" "tBodyGyroJerk_mean_Y" "tBodyGyroJerk_mean_Z" "tBodyAccMag_mean" "tGravityAccMag_mean" "tBodyAccJerkMag_mean" "tBodyGyroMag_mean" "tBodyGyroJerkMag_mean" "fBodyAcc_mean_X" "fBodyAcc_mean_Y" "fBodyAcc_mean_Z" "fBodyAccJerk_mean_X" "fBodyAccJerk_mean_Y" "fBodyAccJerk_mean_Z" "fBodyGyro_mean_X" "fBodyGyro_mean_Y" "fBodyGyro_mean_Z" "fBodyAccMag_mean" "fBodyBodyAccJerkMag_mean" "fBodyBodyGyroMag_mean" "fBodyBodyGyroJerkMag_mean" "tBodyAcc_std_X" "tBodyAcc_std_Y" "tBodyAcc_std_Z" "tGravityAcc_std_X" "tGravityAcc_std_Y" "tGravityAcc_std_Z" "tBodyAccJerk_std_X" "tBodyAccJerk_std_Y" "tBodyAccJerk_std_Z" "tBodyGyro_std_X" "tBodyGyro_std_Y" "tBodyGyro_std_Z" "tBodyGyroJerk_std_X" "tBodyGyroJerk_std_Y" "tBodyGyroJerk_std_Z" "tBodyAccMag_std" "tGravityAccMag_std" "tBodyAccJerkMag_std" "tBodyGyroMag_std" "tBodyGyroJerkMag_std" "fBodyAcc_std_X" "fBodyAcc_std_Y" "fBodyAcc_std_Z" "fBodyAccJerk_std_X" "fBodyAccJerk_std_Y" "fBodyAccJerk_std_Z" "fBodyGyro_std_X" "fBodyGyro_std_Y" "fBodyGyro_std_Z" "fBodyAccMag_std" "fBodyBodyAccJerkMag_std" "fBodyBodyGyroMag_std" "fBodyBodyGyroJerkMag_std"
SITTING "12" 2.750072e-01 -1.578930e-02 -1.063072e-01  9.262290e-01  8.305090e-02  8.856407e-02 7.712777e-02  1.059905e-02 -2.045760e-03 -4.241592e-02 -7.519804e-02  7.284622e-02 -9.410235e-02 -3.874775e-02 -5.156341e-02 -9.521766e-01 -9.521766e-01 -9.747345e-01 -9.419072e-01 -9.803923e-01 -9.796661e-01 -9.427680e-01 -9.546266e-01 -9.771099e-01 -9.642362e-01 -9.755516e-01 -9.685290e-01 -9.637252e-01 -9.557182e-01 -9.559443e-01 -9.717153e-01 -9.585119e-01 -9.784845e-01 -9.825688e-01 -9.285812e-01 -9.396619e-01 -9.852036e-01 -9.636420e-01 -9.562086e-01 -9.764942e-01 -9.640475e-01 -9.791135e-01 -9.744254e-01 -9.604971e-01 -9.515525e-01 -9.773299e-01 -9.793478e-01 -9.771390e-01 -9.475171e-01 -9.475171e-01 -9.727459e-01 -9.467692e-01 -9.782605e-01 -9.839995e-01 -9.260340e-01 -9.359170e-01 -9.779803e-01 -9.665389e-01 -9.814089e-01 -9.763399e-01 -9.590407e-01 -9.547699e-01 -9.506472e-01 -9.729514e-01 -9.484610e-01 -9.792564e-01
SITTING "13" 2.743285e-01 -5.877329e-03 -9.724651e-02  9.255765e-01  1.017698e-01  7.577739e-02 7.528659e-02 -1.123441e-03 -2.323972e-02 -3.551249e-02 -9.026874e-02  8.234320e-02 -9.591985e-02 -4.103669e-02 -4.661216e-02 -9.576906e-01 -9.576906e-01 -9.894978e-01 -9.511426e-01 -9.926043e-01 -9.901355e-01 -9.596739e-01 -9.561831e-01 -9.926782e-01 -9.839141e-01 -9.852612e-01 -9.832182e-01 -9.824561e-01 -9.683844e-01 -9.569016e-01 -9.883485e-01 -9.732583e-01 -9.917237e-01 -9.895463e-01 -9.389677e-01 -9.386412e-01 -9.813791e-01 -9.513531e-01 -9.309796e-01 -9.928273e-01 -9.842676e-01 -9.876121e-01 -9.858443e-01 -9.796685e-01 -9.668964e-01 -9.913710e-01 -9.917734e-01 -9.898614e-01 -9.379357e-01 -9.379357e-01 -9.888131e-01 -9.639406e-01 -9.914149e-01 -9.894106e-01 -9.336665e-01 -9.341890e-01 -9.936822e-01 -9.859081e-01 -9.886121e-01 -9.867147e-01 -9.782707e-01 -9.694518e-01 -9.385299e-01 -9.883323e-01 -9.642681e-01 -9.912194e-01
SITTING "14" 2.799906e-01 -8.705655e-03 -1.004015e-01  9.390388e-01 -3.645340e-02 -9.459705e-02 7.418788e-02 -4.361860e-03 -1.057445e-02 -4.404033e-02 -7.134783e-02  9.285236e-02 -9.216146e-02 -4.345773e-02 -5.201216e-02 -9.441979e-01 -9.441979e-01 -9.765210e-01 -9.427564e-01 -9.883176e-01 -9.764566e-01 -9.326448e-01 -9.441261e-01 -9.815666e-01 -9.689518e-01 -9.727520e-01 -9.785771e-01 -9.698067e-01 -9.570209e-01 -9.405899e-01 -9.729853e-01 -9.633205e-01 -9.873242e-01 -9.763022e-01 -9.149357e-01 -9.227748e-01 -9.762804e-01 -9.503227e-01 -9.384157e-01 -9.808907e-01 -9.678284e-01 -9.761334e-01 -9.808300e-01 -9.620482e-01 -9.529044e-01 -9.902842e-01 -9.869113e-01 -9.828191e-01 -9.254958e-01 -9.254958e-01 -9.733434e-01 -9.470812e-01 -9.869640e-01 -9.763031e-01 -9.115912e-01 -9.176782e-01 -9.819208e-01 -9.689437e-01 -9.781800e-01 -9.815731e-01 -9.582274e-01 -9.560288e-01 -9.291939e-01 -9.729594e-01 -9.465180e-01 -9.870652e-01
SITTING "15" 2.729034e-01 -1.171885e-02 -1.136613e-01  8.903643e-01  2.108493e-01  2.815660e-03 7.847928e-02 -8.984376e-03 -2.372075e-03 -3.771111e-02 -8.034288e-02  9.519781e-02 -9.536491e-02 -3.960688e-02 -5.241483e-02 -9.586698e-01 -9.586698e-01 -9.861078e-01 -9.573316e-01 -9.921889e-01 -9.866196e-01 -9.389264e-01 -9.632270e-01 -9.881061e-01 -9.781590e-01 -9.849084e-01 -9.861526e-01 -9.792017e-01 -9.667315e-01 -9.497520e-01 -9.846894e-01 -9.737622e-01 -9.901810e-01 -9.870844e-01 -9.224072e-01 -9.493380e-01 -9.826209e-01 -9.435614e-01 -9.529737e-01 -9.881623e-01 -9.781270e-01 -9.870110e-01 -9.882041e-01 -9.753215e-01 -9.637658e-01 -9.928890e-01 -9.903133e-01 -9.879372e-01 -9.379779e-01 -9.379779e-01 -9.846390e-01 -9.634751e-01 -9.897200e-01 -9.873848e-01 -9.191627e-01 -9.457047e-01 -9.893144e-01 -9.797130e-01 -9.876941e-01 -9.888819e-01 -9.734561e-01 -9.662286e-01 -9.411959e-01 -9.832763e-01 -9.633782e-01 -9.895039e-01
SITTING "16" 2.807686e-01 -1.024979e-02 -8.914040e-02  9.424574e-01 -8.658825e-02  8.926822e-02 7.343467e-02  9.856429e-03 -1.150306e-02 -4.120140e-02 -5.745254e-02  7.957363e-02 -9.572045e-02 -4.503693e-02 -5.883713e-02 -9.618797e-01 -9.618797e-01 -9.874727e-01 -9.464174e-01 -9.924446e-01 -9.870438e-01 -9.614567e-01 -9.595522e-01 -9.909643e-01 -9.817522e-01 -9.811780e-01 -9.786329e-01 -9.667960e-01 -9.600583e-01 -9.583355e-01 -9.839686e-01 -9.540610e-01 -9.893631e-01 -9.868256e-01 -9.516079e-01 -9.396722e-01 -9.801582e-01 -9.680232e-01 -9.458136e-01 -9.908611e-01 -9.818010e-01 -9.834872e-01 -9.810374e-01 -9.583366e-01 -9.602878e-01 -9.895833e-01 -9.906218e-01 -9.883643e-01 -9.410512e-01 -9.410512e-01 -9.836153e-01 -9.379424e-01 -9.882613e-01 -9.868924e-01 -9.498293e-01 -9.346521e-01 -9.915679e-01 -9.832308e-01 -9.843625e-01 -9.820579e-01 -9.543438e-01 -9.642701e-01 -9.425883e-01 -9.821906e-01 -9.388632e-01 -9.875063e-01
SITTING "17" 2.773570e-01 -1.415627e-02 -1.136241e-01  9.448837e-01 -2.814673e-03 -1.358039e-01 7.507099e-02  5.609710e-03 -1.554484e-03 -4.254916e-02 -6.692459e-02  8.600538e-02 -9.424770e-02 -4.111342e-02 -5.109032e-02 -9.727473e-01 -9.727473e-01 -9.928147e-01 -9.671777e-01 -9.963348e-01 -9.939694e-01 -9.699280e-01 -9.748416e-01 -9.945426e-01 -9.883274e-01 -9.888281e-01 -9.884111e-01 -9.887940e-01 -9.816171e-01 -9.736268e-01 -9.914273e-01 -9.833693e-01 -9.952046e-01 -9.944439e-01 -9.618586e-01 -9.657292e-01 -9.901966e-01 -9.667201e-01 -9.566106e-01 -9.943406e-01 -9.886370e-01 -9.905293e-01 -9.896383e-01 -9.861287e-01 -9.797052e-01 -9.952559e-01 -9.949819e-01 -9.938413e-01 -9.650652e-01 -9.650652e-01 -9.914465e-01 -9.754103e-01 -9.944468e-01 -9.946573e-01 -9.597891e-01 -9.629211e-01 -9.946132e-01 -9.899158e-01 -9.908182e-01 -9.900413e-01 -9.848131e-01 -9.809696e-01 -9.653997e-01 -9.903196e-01 -9.747109e-01 -9.936245e-01
SITTING "18" 2.772700e-01 -1.286913e-02 -1.119048e-01  9.098165e-01  1.298865e-01  1.618774e-01 7.662289e-02  6.945603e-03  2.787570e-03 -3.330570e-02 -6.857963e-02  8.481405e-02 -9.547232e-02 -3.971256e-02 -5.230304e-02 -9.836742e-01 -9.836742e-01 -9.898696e-01 -9.776350e-01 -9.948734e-01 -9.931449e-01 -9.765385e-01 -9.829964e-01 -9.919247e-01 -9.836424e-01 -9.886897e-01 -9.899615e-01 -9.887027e-01 -9.830274e-01 -9.847815e-01 -9.904071e-01 -9.865352e-01 -9.948082e-01 -9.943480e-01 -9.749281e-01 -9.775727e-01 -9.940438e-01 -9.840355e-01 -9.783402e-01 -9.916247e-01 -9.840027e-01 -9.901531e-01 -9.919570e-01 -9.867533e-01 -9.815255e-01 -9.941702e-01 -9.942242e-01 -9.928143e-01 -9.815953e-01 -9.815953e-01 -9.911594e-01 -9.813727e-01 -9.948689e-01 -9.949066e-01 -9.749801e-01 -9.757221e-01 -9.920391e-01 -9.856947e-01 -9.901417e-01 -9.925754e-01 -9.857101e-01 -9.827973e-01 -9.822262e-01 -9.910443e-01 -9.812526e-01 -9.949676e-01
SITTING "19" 2.738303e-01 -1.673926e-02 -1.087077e-01  5.813715e-01  3.603435e-01  4.891266e-01 7.537471e-02  1.379210e-02  1.731068e-03 -2.141513e-02 -5.202079e-02  9.689807e-02 -1.009861e-01 -4.251702e-02 -5.908017e-02 -9.620741e-01 -9.620741e-01 -9.864240e-01 -9.422290e-01 -9.894503e-01 -9.792380e-01 -9.607632e-01 -9.663351e-01 -9.867756e-01 -9.791416e-01 -9.839805e-01 -9.817437e-01 -9.681887e-01 -9.682358e-01 -9.626326e-01 -9.837516e-01 -9.642388e-01 -9.867274e-01 -9.763577e-01 -9.503889e-01 -9.519296e-01 -9.693550e-01 -9.699698e-01 -9.603950e-01 -9.870433e-01 -9.792677e-01 -9.867047e-01 -9.846253e-01 -9.597583e-01 -9.655950e-01 -9.884648e-01 -9.874659e-01 -9.853107e-01 -9.517557e-01 -9.517557e-01 -9.842052e-01 -9.504918e-01 -9.858313e-01 -9.752042e-01 -9.480531e-01 -9.475149e-01 -9.885770e-01 -9.809999e-01 -9.881519e-01 -9.855760e-01 -9.555986e-01 -9.678692e-01 -9.528023e-01 -9.836873e-01 -9.504844e-01 -9.854164e-01
SITTING "20" 2.780454e-01 -1.472293e-02 -1.083696e-01  9.244545e-01  7.333854e-02  1.516791e-01 7.465684e-02  5.974303e-03  1.601349e-03 -3.640593e-02 -6.506893e-02  6.428821e-02 -9.599708e-02 -4.072992e-02 -4.658351e-02 -9.527380e-01 -9.527380e-01 -9.787746e-01 -9.395744e-01 -9.830103e-01 -9.812031e-01 -9.451986e-01 -9.475975e-01 -9.822436e-01 -9.711583e-01 -9.732115e-01 -9.699133e-01 -9.646431e-01 -9.509634e-01 -9.469135e-01 -9.717305e-01 -9.533991e-01 -9.761084e-01 -9.830819e-01 -9.361227e-01 -9.291064e-01 -9.858290e-01 -9.669835e-01 -9.358550e-01 -9.820782e-01 -9.708969e-01 -9.765225e-01 -9.763090e-01 -9.601045e-01 -9.457718e-01 -9.774149e-01 -9.796841e-01 -9.797421e-01 -9.377640e-01 -9.377640e-01 -9.725379e-01 -9.410699e-01 -9.750762e-01 -9.839784e-01 -9.350317e-01 -9.249472e-01 -9.835658e-01 -9.727766e-01 -9.784589e-01 -9.784335e-01 -9.580157e-01 -9.491768e-01 -9.421512e-01 -9.725977e-01 -9.437258e-01 -9.752266e-01
SITTING "21" 2.775396e-01 -1.440097e-02 -1.120579e-01  9.400314e-01  2.152067e-02 -5.677661e-02 7.571098e-02  1.210201e-02 -1.753522e-04 -1.987128e-02 -6.530775e-02  8.313260e-02 -1.011148e-01 -3.914834e-02 -5.264099e-02 -9.747350e-01 -9.747350e-01 -9.859472e-01 -9.649711e-01 -9.903073e-01 -9.906102e-01 -9.680609e-01 -9.708593e-01 -9.897592e-01 -9.791804e-01 -9.834343e-01 -9.848936e-01 -9.798309e-01 -9.768397e-01 -9.748292e-01 -9.853424e-01 -9.778397e-01 -9.900143e-01 -9.917773e-01 -9.668776e-01 -9.595679e-01 -9.929364e-01 -9.793554e-01 -9.654265e-01 -9.894394e-01 -9.790028e-01 -9.858236e-01 -9.884105e-01 -9.763805e-01 -9.769727e-01 -9.894730e-01 -9.897227e-01 -9.879545e-01 -9.719943e-01 -9.719943e-01 -9.865209e-01 -9.712251e-01 -9.903022e-01 -9.923752e-01 -9.675613e-01 -9.564125e-01 -9.900278e-01 -9.803472e-01 -9.868457e-01 -9.895593e-01 -9.747232e-01 -9.791307e-01 -9.744476e-01 -9.869915e-01 -9.720273e-01 -9.910622e-01
SITTING "22" 2.735838e-01 -1.234684e-02 -1.058274e-01  8.393059e-01  2.085539e-01  3.155515e-01 8.076873e-02 -8.427151e-04 -1.268525e-02 -3.604307e-02 -7.936174e-02  8.044268e-02 -9.864932e-02 -4.234098e-02 -5.171940e-02 -9.421674e-01 -9.421674e-01 -9.793037e-01 -9.420774e-01 -9.854760e-01 -9.785054e-01 -9.395460e-01 -9.466353e-01 -9.809445e-01 -9.631295e-01 -9.753307e-01 -9.772667e-01 -9.591618e-01 -9.483671e-01 -9.430782e-01 -9.689083e-01 -9.519528e-01 -9.777754e-01 -9.784668e-01 -9.280591e-01 -9.175649e-01 -9.720100e-01 -9.542250e-01 -9.279506e-01 -9.816641e-01 -9.647828e-01 -9.789284e-01 -9.810992e-01 -9.501735e-01 -9.465014e-01 -9.856713e-01 -9.802756e-01 -9.795441e-01 -9.243362e-01 -9.243362e-01 -9.685768e-01 -9.332685e-01 -9.765038e-01 -9.786232e-01 -9.269953e-01 -9.093443e-01 -9.842996e-01 -9.697761e-01 -9.812722e-01 -9.823733e-01 -9.461079e-01 -9.510457e-01 -9.267980e-01 -9.670263e-01 -9.335630e-01 -9.763181e-01
SITTING "23" 2.733513e-01 -1.339450e-02 -1.038087e-01  9.365092e-01  1.217511e-01  6.301116e-02 7.700224e-02  1.013514e-02 -1.488234e-03 -4.725835e-02 -6.843256e-02  6.456732e-02 -9.674222e-02 -4.346026e-02 -4.855611e-02 -9.440808e-01 -9.440808e-01 -9.823755e-01 -9.365934e-01 -9.865141e-01 -9.863257e-01 -9.534604e-01 -9.420312e-01 -9.845509e-01 -9.781362e-01 -9.726562e-01 -9.771500e-01 -9.579203e-01 -9.654288e-01 -9.458378e-01 -9.741215e-01 -9.522933e-01 -9.807072e-01 -9.876076e-01 -9.349336e-01 -9.055844e-01 -9.845367e-01 -9.609174e-01 -9.239536e-01 -9.845618e-01 -9.780458e-01 -9.759790e-01 -9.803637e-01 -9.481095e-01 -9.597186e-01 -9.870846e-01 -9.807274e-01 -9.881301e-01 -9.249633e-01 -9.249633e-01 -9.736688e-01 -9.370061e-01 -9.792270e-01 -9.883453e-01 -9.307815e-01 -8.961253e-01 -9.860196e-01 -9.795647e-01 -9.779364e-01 -9.815232e-01 -9.437334e-01 -9.619141e-01 -9.270901e-01 -9.721170e-01 -9.386808e-01 -9.784990e-01
SITTING "24" 2.734757e-01 -1.312551e-02 -1.030411e-01  9.196376e-01  1.822547e-01  1.095596e-01 7.633185e-02  4.767026e-03 -1.133002e-03 -3.562296e-02 -7.501327e-02  8.004402e-02 -9.517827e-02 -4.061694e-02 -5.159666e-02 -9.689792e-01 -9.689792e-01 -9.855558e-01 -9.646333e-01 -9.913064e-01 -9.895295e-01 -9.627732e-01 -9.669918e-01 -9.888574e-01 -9.792282e-01 -9.819713e-01 -9.856765e-01 -9.812002e-01 -9.746869e-01 -9.689050e-01 -9.844700e-01 -9.779737e-01 -9.908548e-01 -9.905938e-01 -9.562560e-01 -9.570561e-01 -9.896601e-01 -9.716925e-01 -9.634068e-01 -9.885644e-01 -9.795737e-01 -9.846629e-01 -9.881116e-01 -9.779540e-01 -9.712777e-01 -9.914420e-01 -9.897808e-01 -9.898502e-01 -9.637797e-01 -9.637797e-01 -9.854185e-01 -9.692572e-01 -9.907245e-01 -9.911000e-01 -9.549980e-01 -9.544027e-01 -9.892888e-01 -9.815501e-01 -9.860084e-01 -9.888916e-01 -9.762524e-01 -9.728518e-01 -9.658523e-01 -9.856137e-01 -9.691059e-01 -9.909331e-01
SITTING "25" 2.785415e-01 -1.476968e-02 -1.091604e-01  8.656861e-01  2.082871e-01  1.671410e-01 7.520870e-02  4.854159e-03  2.107608e-03 -3.520521e-02 -7.480027e-02  8.527839e-02 -9.548014e-02 -3.916514e-02 -4.955956e-02 -9.704093e-01 -9.704093e-01 -9.895451e-01 -9.665687e-01 -9.928647e-01 -9.914055e-01 -9.591173e-01 -9.747761e-01 -9.924788e-01 -9.829570e-01 -9.863264e-01 -9.880026e-01 -9.838278e-01 -9.758059e-01 -9.670180e-01 -9.879418e-01 -9.793509e-01 -9.917817e-01 -9.918928e-01 -9.474576e-01 -9.651396e-01 -9.888800e-01 -9.634150e-01 -9.694600e-01 -9.922786e-01 -9.828710e-01 -9.884332e-01 -9.899076e-01 -9.811935e-01 -9.726376e-01 -9.923047e-01 -9.913158e-01 -9.914914e-01 -9.600034e-01 -9.600034e-01 -9.883118e-01 -9.706391e-01 -9.917664e-01 -9.921243e-01 -9.448430e-01 -9.620906e-01 -9.927501e-01 -9.840680e-01 -9.891561e-01 -9.905500e-01 -9.798289e-01 -9.741729e-01 -9.619973e-01 -9.876188e-01 -9.703219e-01 -9.920196e-01
SITTING "26" 2.582435e-01 -7.133645e-03 -9.744487e-02  7.829556e-01  2.231056e-01  3.143876e-01 7.644432e-02  6.922390e-03 -7.802380e-03 -3.702174e-02 -8.406485e-02  7.111095e-02 -9.598482e-02 -4.030702e-02 -4.876272e-02 -9.530800e-01 -9.530800e-01 -9.908984e-01 -9.540529e-01 -9.944664e-01 -9.825795e-01 -9.542994e-01 -9.675191e-01 -9.920254e-01 -9.858629e-01 -9.879900e-01 -9.901449e-01 -9.817408e-01 -9.704237e-01 -9.524110e-01 -9.894819e-01 -9.764639e-01 -9.939854e-01 -9.797690e-01 -9.407990e-01 -9.500044e-01 -9.650829e-01 -9.492867e-01 -9.445809e-01 -9.922584e-01 -9.862152e-01 -9.900087e-01 -9.910277e-01 -9.734448e-01 -9.664413e-01 -9.958825e-01 -9.931398e-01 -9.919298e-01 -9.336028e-01 -9.336028e-01 -9.899861e-01 -9.647420e-01 -9.940332e-01 -9.787552e-01 -9.377835e-01 -9.447813e-01 -9.932999e-01 -9.877546e-01 -9.906931e-01 -9.913184e-01 -9.694882e-01 -9.682667e-01 -9.345877e-01 -9.895213e-01 -9.636507e-01 -9.942098e-01
SITTING "27" 2.739413e-01 -1.552698e-02 -1.055219e-01  8.394647e-01  2.129470e-01  2.764174e-01 7.790390e-02  4.670724e-03 -6.112854e-03 -3.718308e-02 -7.973456e-02  8.337528e-02 -9.516358e-02 -3.964108e-02 -5.038836e-02 -9.794817e-01 -9.794817e-01 -9.894672e-01 -9.635655e-01 -9.940347e-01 -9.886821e-01 -9.740579e-01 -9.746658e-01 -9.908396e-01 -9.852386e-01 -9.870877e-01 -9.872079e-01 -9.841411e-01 -9.768481e-01 -9.747665e-01 -9.887733e-01 -9.794828e-01 -9.923903e-01 -9.885801e-01 -9.715791e-01 -9.658587e-01 -9.824457e-01 -9.825533e-01 -9.672681e-01 -9.906581e-01 -9.850975e-01 -9.889040e-01 -9.884924e-01 -9.820675e-01 -9.757133e-01 -9.936403e-01 -9.922264e-01 -9.917668e-01 -9.695267e-01 -9.695267e-01 -9.892005e-01 -9.707821e-01 -9.921128e-01 -9.886592e-01 -9.712661e-01 -9.632207e-01 -9.912923e-01 -9.860831e-01 -9.892825e-01 -9.889846e-01 -9.810377e-01 -9.775955e-01 -9.708853e-01 -9.885317e-01 -9.705283e-01 -9.919678e-01
SITTING "28" 2.769776e-01 -1.854044e-02 -1.115179e-01  9.073313e-01 -1.125967e-01  1.354026e-01 7.686716e-02  1.483382e-02  2.578540e-04 -3.390180e-02 -6.739439e-02  8.702540e-02 -9.539351e-02 -4.080078e-02 -5.790154e-02 -9.557897e-01 -9.557897e-01 -9.732744e-01 -9.551756e-01 -9.812132e-01 -9.798201e-01 -9.463517e-01 -9.522268e-01 -9.768918e-01 -9.630542e-01 -9.729396e-01 -9.737243e-01 -9.631176e-01 -9.541803e-01 -9.539281e-01 -9.691787e-01 -9.602975e-01 -9.794659e-01 -9.832728e-01 -9.399052e-01 -9.366672e-01 -9.891325e-01 -9.717664e-01 -9.560877e-01 -9.762867e-01 -9.622195e-01 -9.763274e-01 -9.796720e-01 -9.563165e-01 -9.566328e-01 -9.821557e-01 -9.807139e-01 -9.710017e-01 -9.477827e-01 -9.477827e-01 -9.703016e-01 -9.510660e-01 -9.784419e-01 -9.849567e-01 -9.398855e-01 -9.330455e-01 -9.777868e-01 -9.639904e-01 -9.783278e-01 -9.816151e-01 -9.532070e-01 -9.615610e-01 -9.522814e-01 -9.708233e-01 -9.535343e-01 -9.783954e-01
SITTING "29" 2.771800e-01 -1.663068e-02 -1.104118e-01  8.915638e-01  1.556595e-01  2.862561e-01 7.454381e-02  5.985314e-03  3.167701e-03 -3.792711e-02 -7.557977e-02  5.804960e-02 -9.536370e-02 -4.000184e-02 -4.700090e-02 -9.780170e-01 -9.780170e-01 -9.907198e-01 -9.623773e-01 -9.953923e-01 -9.910940e-01 -9.696095e-01 -9.756230e-01 -9.934458e-01 -9.838832e-01 -9.884702e-01 -9.883936e-01 -9.903292e-01 -9.739336e-01 -9.733465e-01 -9.900937e-01 -9.802694e-01 -9.950630e-01 -9.907450e-01 -9.632225e-01 -9.680639e-01 -9.846792e-01 -9.736043e-01 -9.660320e-01 -9.935256e-01 -9.840551e-01 -9.901687e-01 -9.901787e-01 -9.883340e-01 -9.712280e-01 -9.933220e-01 -9.953192e-01 -9.928338e-01 -9.692903e-01 -9.692903e-01 -9.905317e-01 -9.715780e-01 -9.949053e-01 -9.906175e-01 -9.616939e-01 -9.658010e-01 -9.942202e-01 -9.854933e-01 -9.904459e-01 -9.907278e-01 -9.872598e-01 -9.729125e-01 -9.712180e-01 -9.898229e-01 -9.710114e-01 -9.947420e-01
SITTING "30" 2.683361e-01 -8.047313e-03 -9.951545e-02  8.254738e-01  1.145884e-01  3.447660e-01 7.600577e-02  9.756925e-03 -2.781618e-03 -3.584265e-02 -7.435356e-02  7.020026e-02 -9.527077e-02 -4.079306e-02 -4.882046e-02 -9.574872e-01 -9.574872e-01 -9.877991e-01 -9.558473e-01 -9.937374e-01 -9.850088e-01 -9.540760e-01 -9.662741e-01 -9.887754e-01 -9.804057e-01 -9.859783e-01 -9.870346e-01 -9.820059e-01 -9.611771e-01 -9.599234e-01 -9.858263e-01 -9.738763e-01 -9.917507e-01 -9.836227e-01 -9.378570e-01 -9.506540e-01 -9.783647e-01 -9.593613e-01 -9.566357e-01 -9.888646e-01 -9.804209e-01 -9.881644e-01 -9.881327e-01 -9.764776e-01 -9.550532e-01 -9.938685e-01 -9.924913e-01 -9.881245e-01 -9.429015e-01 -9.429015e-01 -9.860576e-01 -9.606413e-01 -9.912802e-01 -9.832310e-01 -9.339926e-01 -9.462038e-01 -9.900176e-01 -9.819021e-01 -9.889712e-01 -9.884848e-01 -9.738050e-01 -9.573087e-01 -9.435437e-01 -9.852950e-01 -9.595139e-01 -9.909464e-01
STANDING " 1" 2.789176e-01 -1.613759e-02 -1.106018e-01  9.429520e-01 -2.729838e-01  1.349058e-02 7.537665e-02  7.975731e-03 -3.685250e-03 -2.398773e-02 -5.939722e-02  7.480075e-02 -9.960921e-02 -4.406279e-02 -4.895055e-02 -9.842782e-01 -9.842782e-01 -9.923678e-01 -9.764938e-01 -9.949668e-01 -9.952499e-01 -9.770708e-01 -9.852971e-01 -9.946308e-01 -9.854187e-01 -9.907522e-01 -9.863868e-01 -9.889845e-01 -9.807731e-01 -9.853564e-01 -9.925425e-01 -9.846176e-01 -9.948154e-01 -9.957599e-01 -9.731901e-01 -9.797759e-01 -9.937630e-01 -9.812260e-01 -9.763241e-01 -9.946045e-01 -9.856487e-01 -9.922512e-01 -9.871919e-01 -9.877344e-01 -9.806456e-01 -9.929451e-01 -9.951379e-01 -9.921085e-01 -9.819429e-01 -9.819429e-01 -9.930962e-01 -9.786900e-01 -9.947332e-01 -9.960283e-01 -9.722931e-01 -9.779373e-01 -9.950738e-01 -9.870182e-01 -9.923498e-01 -9.874971e-01 -9.871077e-01 -9.823453e-01 -9.823138e-01 -9.925360e-01 -9.784661e-01 -9.946711e-01
STANDING " 2" 2.779115e-01 -1.842083e-02 -1.059085e-01  8.969286e-01 -3.700627e-01  1.297472e-01 7.475886e-02  1.032918e-02 -8.371588e-03 -2.386239e-02 -8.203966e-02  8.783517e-02 -1.055622e-01 -4.224195e-02 -5.465395e-02 -9.658752e-01 -9.658752e-01 -9.804891e-01 -9.634663e-01 -9.839519e-01 -9.839467e-01 -9.598717e-01 -9.624712e-01 -9.809732e-01 -9.708513e-01 -9.797752e-01 -9.670371e-01 -9.725762e-01 -9.606277e-01 -9.640522e-01 -9.770653e-01 -9.617759e-01 -9.778498e-01 -9.872719e-01 -9.573050e-01 -9.497419e-01 -9.866858e-01 -9.741944e-01 -9.459271e-01 -9.810857e-01 -9.710594e-01 -9.828414e-01 -9.729986e-01 -9.714420e-01 -9.648567e-01 -9.793240e-01 -9.834473e-01 -9.736101e-01 -9.578750e-01 -9.578750e-01 -9.766753e-01 -9.539434e-01 -9.772044e-01 -9.890565e-01 -9.579088e-01 -9.464336e-01 -9.830079e-01 -9.735202e-01 -9.845999e-01 -9.749881e-01 -9.710361e-01 -9.697543e-01 -9.605194e-01 -9.751605e-01 -9.567887e-01 -9.777543e-01
